,bssid,dev,freq,node,signal,ssid,ap
970,a0:cf:5b:fa:41:de,wlan1,5660,nuc10,-83.00 dBm,TUB-Guest,nuc6
971,a0:cf:5b:3f:bd:fe,wlan0,5300,nuc10,-66.00 dBm,TUB-Guest,nuc6
972,a0:cf:5b:00:1d:8e,wlan0,5500,nuc10,-74.00 dBm,TUB-Guest,nuc6
973,a0:cf:5b:fa:41:de,wlan0,5660,nuc10,-75.00 dBm,TUB-Guest,nuc6
974,a0:cf:5b:3f:bf:ce,wlan0,5240,nuc10,-78.00 dBm,TUB-Guest,nuc6
975,a0:cf:5b:fa:41:dd,wlan1,5660,nuc10,-81.00 dBm,TUB-intern,nuc6
976,a0:cf:5b:3f:bd:fd,wlan0,5300,nuc10,-55.00 dBm,TUB-intern,nuc6
977,a0:cf:5b:00:1d:8d,wlan0,5500,nuc10,-74.00 dBm,TUB-intern,nuc6
978,a0:cf:5b:fa:41:dd,wlan0,5660,nuc10,-73.00 dBm,TUB-intern,nuc6
979,a0:cf:5b:3f:bf:cd,wlan0,5240,nuc10,-79.00 dBm,TUB-intern,nuc6
980,a0:cf:5b:9f:68:62,wlan0,2412,nuc10,-51.00 dBm,TUB-intern,nuc6
981,a0:cf:5b:fa:41:dc,wlan1,5660,nuc10,-82.00 dBm,eduroam,nuc6
982,a0:cf:5b:3f:bd:fc,wlan0,5300,nuc10,-66.00 dBm,eduroam,nuc6
983,a0:cf:5b:00:1d:8c,wlan0,5500,nuc10,-72.00 dBm,eduroam,nuc6
984,a0:cf:5b:fa:41:dc,wlan0,5660,nuc10,-61.00 dBm,eduroam,nuc6
985,a0:cf:5b:3f:bf:cc,wlan0,5240,nuc10,-78.00 dBm,eduroam,nuc6
986,00:0b:6b:db:08:a0,wlan1,2462,nuc10,-80.00 dBm,eduroam.bowl.tu-berlin.de,nuc6
987,00:1b:b1:5d:b1:5a,wlan1,2462,nuc10,-51.00 dBm,eduroam.bowl.tu-berlin.de,nuc6
988,00:0b:6b:db:08:a0,wlan0,2462,nuc10,-81.00 dBm,eduroam.bowl.tu-berlin.de,nuc6
989,00:1b:b1:5d:b1:5a,wlan0,2462,nuc10,-76.00 dBm,eduroam.bowl.tu-berlin.de,nuc6
990,64:66:b3:ce:21:dc,wlan1,5240,nuc11,-89.00 dBm,68,nuc6
991,64:66:b3:ce:21:db,wlan1,2437,nuc11,-71.00 dBm,68-test,nuc6
992,64:66:b3:ce:21:db,wlan0,2437,nuc11,-72.00 dBm,68-test,nuc6
993,a0:cf:5b:3f:87:4e,wlan1,5660,nuc11,-65.00 dBm,TUB-Guest,nuc6
994,a0:cf:5b:3f:87:4d,wlan1,5660,nuc11,-77.00 dBm,TUB-intern,nuc6
995,a0:cf:5b:3f:87:4c,wlan1,5660,nuc11,-79.00 dBm,eduroam,nuc6
996,64:66:b3:ce:21:db,wlan0,2437,nuc12,-80.00 dBm,68-test,nuc6
997,56:8b:3c:d0:48:b6,wlan1,5200,nuc12,-83.00 dBm,Intelligent-Mesh-5GHz,nuc6
998,56:8b:3c:d0:48:b6,wlan0,5200,nuc12,-70.00 dBm,Intelligent-Mesh-5GHz,nuc6
999,a0:cf:5b:00:1d:8e,wlan1,5500,nuc12,-69.00 dBm,TUB-Guest,nuc6
1000,a0:cf:5b:00:1d:8d,wlan1,5500,nuc12,-69.00 dBm,TUB-intern,nuc6
1001,a0:cf:5b:3f:91:7d,wlan0,5260,nuc12,-80.00 dBm,TUB-intern,nuc6
1002,a0:cf:5b:00:1d:8c,wlan1,5500,nuc12,-58.00 dBm,eduroam,nuc6
1003,a0:cf:5b:9f:68:63,wlan1,2412,nuc12,-71.00 dBm,eduroam,nuc6
1004,a0:cf:5b:9f:68:63,wlan0,2412,nuc12,-51.00 dBm,eduroam,nuc6
1005,a0:cf:5b:3f:91:7c,wlan0,5260,nuc12,-69.00 dBm,eduroam,nuc6
1006,00:0b:6b:db:08:9e,wlan1,2462,nuc12,-81.00 dBm,eduroam.bowl.tu-berlin.de,nuc6
1007,00:0b:6b:db:08:a0,wlan1,2462,nuc12,-80.00 dBm,eduroam.bowl.tu-berlin.de,nuc6
1008,00:1b:b1:5d:b1:5a,wlan1,2462,nuc12,-57.00 dBm,eduroam.bowl.tu-berlin.de,nuc6
1009,00:0b:6b:db:08:a0,wlan0,2462,nuc12,-79.00 dBm,eduroam.bowl.tu-berlin.de,nuc6
1010,02:f0:6d:4e:84:52,wlan0,5240,nuc12,-82.00 dBm,twist-test,nuc6
1011,64:66:b3:ce:21:dc,wlan1,5240,nuc13,-56.00 dBm,68,nuc6
1012,64:66:b3:ce:21:dc,wlan0,5240,nuc13,-62.00 dBm,68,nuc6
1013,64:66:b3:ce:21:db,wlan1,2437,nuc13,-46.00 dBm,68-test,nuc6
1014,64:66:b3:ce:21:db,wlan0,2437,nuc13,-23.00 dBm,68-test,nuc6
1015,28:f0:76:71:45:92,wlan1,2462,nuc13,-84.00 dBm,MyNet,nuc6
1016,28:f0:76:71:45:92,wlan0,2462,nuc13,-77.00 dBm,MyNet,nuc6
1017,a0:cf:5b:3f:bd:fe,wlan1,5300,nuc13,-79.00 dBm,TUB-Guest,nuc6
1018,a0:cf:5b:3f:87:4e,wlan1,5660,nuc13,-67.00 dBm,TUB-Guest,nuc6
1019,a0:cf:5b:3f:bd:fe,wlan0,5300,nuc13,-60.00 dBm,TUB-Guest,nuc6
1020,a0:cf:5b:3f:87:4e,wlan0,5660,nuc13,-64.00 dBm,TUB-Guest,nuc6
1021,a0:cf:5b:3f:bd:fd,wlan1,5300,nuc13,-79.00 dBm,TUB-intern,nuc6
1022,a0:cf:5b:3f:87:4d,wlan1,5660,nuc13,-50.00 dBm,TUB-intern,nuc6
1023,a0:cf:5b:3f:bd:fd,wlan0,5300,nuc13,-74.00 dBm,TUB-intern,nuc6
1024,a0:cf:5b:3f:87:4d,wlan0,5660,nuc13,-64.00 dBm,TUB-intern,nuc6
1025,a0:cf:5b:3d:7d:a2,wlan0,2462,nuc13,-72.00 dBm,TUB-intern,nuc6
1026,a0:cf:5b:3f:bd:fc,wlan1,5300,nuc13,-79.00 dBm,eduroam,nuc6
1027,a0:cf:5b:3f:87:4c,wlan1,5660,nuc13,-68.00 dBm,eduroam,nuc6
1028,a0:cf:5b:3f:87:4c,wlan0,5660,nuc13,-64.00 dBm,eduroam,nuc6
1029,a0:cf:5b:3f:bd:fc,wlan0,5300,nuc13,-75.00 dBm,eduroam,nuc6
1030,02:f0:6d:4e:84:52,wlan1,5240,nuc13,-82.00 dBm,twist-test,nuc6
1031,64:66:b3:ce:21:db,wlan1,2437,nuc4,-74.00 dBm,68-test,nuc6
1032,64:66:b3:ce:21:db,wlan0,2437,nuc4,-79.00 dBm,68-test,nuc6
1033,56:8b:3c:d0:48:b6,wlan1,5200,nuc4,-57.00 dBm,Intelligent-Mesh-5GHz,nuc6
1034,56:8b:3c:d0:48:b6,wlan0,5200,nuc4,-51.00 dBm,Intelligent-Mesh-5GHz,nuc6
1035,a0:cf:5b:fa:41:de,wlan1,5660,nuc4,-77.00 dBm,TUB-Guest,nuc6
1036,a0:cf:5b:3f:bf:ce,wlan1,5240,nuc4,-83.00 dBm,TUB-Guest,nuc6
1037,a0:cf:5b:3f:bd:fe,wlan1,5300,nuc4,-80.00 dBm,TUB-Guest,nuc6
1038,a0:cf:5b:00:1d:8e,wlan1,5500,nuc4,-74.00 dBm,TUB-Guest,nuc6
1039,a0:cf:5b:3f:bf:ce,wlan0,5240,nuc4,-74.00 dBm,TUB-Guest,nuc6
1040,a0:cf:5b:9f:68:61,wlan0,2412,nuc4,-68.00 dBm,TUB-Guest,nuc6
1041,a0:cf:5b:00:1d:8d,wlan1,5500,nuc4,-74.00 dBm,TUB-intern,nuc6
1042,a0:cf:5b:fa:41:dd,wlan1,5660,nuc4,-77.00 dBm,TUB-intern,nuc6
1043,a0:cf:5b:3f:bf:cd,wlan1,5240,nuc4,-82.00 dBm,TUB-intern,nuc6
1044,a0:cf:5b:3f:bd:fd,wlan1,5300,nuc4,-77.00 dBm,TUB-intern,nuc6
1045,a0:cf:5b:9f:68:62,wlan1,2412,nuc4,-67.00 dBm,TUB-intern,nuc6
1046,a0:cf:5b:3f:bf:cd,wlan0,5240,nuc4,-74.00 dBm,TUB-intern,nuc6
1047,a0:cf:5b:fa:41:dc,wlan1,5660,nuc4,-65.00 dBm,eduroam,nuc6
1048,a0:cf:5b:00:1d:8c,wlan1,5500,nuc4,-74.00 dBm,eduroam,nuc6
1049,a0:cf:5b:3f:bf:cc,wlan1,5240,nuc4,-82.00 dBm,eduroam,nuc6
1050,a0:cf:5b:3f:bd:fc,wlan1,5300,nuc4,-79.00 dBm,eduroam,nuc6
1051,a0:cf:5b:3f:bf:cc,wlan0,5240,nuc4,-74.00 dBm,eduroam,nuc6
1052,00:1b:b1:5d:b1:5a,wlan1,2462,nuc4,-70.00 dBm,eduroam.bowl.tu-berlin.de,nuc6
1053,00:1b:b1:5d:b1:5a,wlan0,2462,nuc4,-74.00 dBm,eduroam.bowl.tu-berlin.de,nuc6
